,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.08427267,0.732520698,0.6361999939999999,0.027907789,0.30017006,0.22085252100000002,0.055019992999999996,0.523246071,0.416369657,0.04821875,0.572404516,0.8035166509999999,0.11360172,0.277117214,0.641678092,0.492737305,0.506556076,0.46144026,0.8947430740000001,0.605777693,0.603355603,0.443871856,0.480046783,0.8884475270000001
1,0.96918238,0.7434179679999999,0.517689295,0.16447995599999998,0.94938157,0.921825955,0.8825707,0.051038599999999996,0.774940215,0.10589515199999999,0.9053958670000001,0.587886485,0.988089758,0.428661357,0.629849979,0.7762813340000001,0.259817488,0.638913069,0.826799975,0.5213052579999999,0.424485139,0.5310030379999999,0.945978123,0.999273662
2,0.8287651079999999,0.026767037,0.890270818,0.16429848,0.333972275,0.377301159,0.818280934,0.198053087,0.176026047,0.9924360529999999,0.044698744000000006,0.310848886,0.41158357100000004,0.225263254,0.270602881,0.107217727,0.8110206659999999,0.245980088,0.633851716,0.36043789,0.0048626879999999996,0.247220898,0.829907195,0.411160322
3,0.9747375,0.652362264,0.656155586,0.9275162709999999,0.933022619,0.878256589,0.401525312,0.278949661,0.480924997,0.756820831,0.50888258,0.375273189,0.597751664,0.642163185,0.9785298459999999,0.621538195,0.393400432,0.9348383720000001,0.7318207459999999,0.43056963200000004,0.459517127,0.998790409,0.9635981840000001,0.0065196030000000006
4,0.47350336299999995,0.8805503020000001,0.17069880399999998,0.507867726,0.5991806470000001,0.037243964,0.815538265,0.28159027,0.925301093,0.933041241,0.787817505,0.826910312,0.303062952,0.158550235,0.36644971,0.39325549299999996,0.9358335240000001,0.829880299,0.840489988,0.693395138,0.7979176729999999,0.464569392,0.8999122079999999,0.9703503240000001
5,0.242844812,0.44604563,0.096231039,0.949418614,0.613699832,0.140218585,0.556180706,0.074226793,0.448984365,0.8351526859999999,0.646663758,0.397741602,0.644461663,0.9274893040000001,0.22679054699999998,0.8970351120000001,0.255004858,0.621836033,0.147883455,0.493776636,0.947771163,0.450724914,0.72843664,0.477664256
6,0.48040625200000003,0.26410249399999997,0.9716774709999999,0.787737006,0.884246628,0.578791037,0.9790242840000001,0.8970150370000001,0.46198303799999996,0.595063833,0.296503361,0.419483902,0.047162663,0.725914903,0.343216109,0.439037836,0.397815266,0.8624483470000001,0.27761430800000003,0.61139218,0.21913211600000002,0.306414629,0.7344082129999999,0.5238561270000001
7,0.618434103,0.865884951,0.597455453,0.460470857,0.851347693,0.18133702899999998,0.808426931,0.552338554,0.788056262,0.060707091,0.202421734,0.474137865,0.37285971700000003,0.300456532,0.707392894,0.639729489,0.042113628,0.345212754,0.607968423,0.9114829,0.194261249,0.309017308,0.852105078,0.565929576
8,0.647240305,0.551002791,0.36095891399999996,0.764347728,0.762030515,0.46355108799999994,0.118688591,0.485504444,0.8869778620000001,0.796400351,0.837976095,0.7166821729999999,0.322156082,0.130690632,0.842785935,0.500589694,0.353207903,0.90464765,0.319455011,0.6523743000000001,0.088571872,0.302803759,0.317191169,0.652835797
9,0.283792243,0.7796385779999999,0.542252492,0.49317222299999997,0.866087515,0.39373981799999996,0.5761320010000001,0.281083524,0.35421252299999995,0.43831395100000003,0.667057456,0.933788802,0.147947245,0.400649542,0.43694450799999995,0.9041504490000001,0.35197452700000004,0.133608707,0.86766603,0.421428995,0.559865816,0.624425387,0.33403233600000004,0.718433509
10,0.266962157,0.629293267,0.650831999,0.958347333,0.641914475,0.565210981,0.649894207,0.547926549,0.137824944,0.077010927,0.18426682,0.160656296,0.523954489,0.97420902,0.20405111399999998,0.995043261,0.744307004,0.390636692,0.47652719200000004,0.570533533,0.873606525,0.635701512,0.167509299,0.5973455670000001
11,0.11777306300000001,0.436443662,0.282002867,0.307363157,0.275460568,0.11364485,0.086676296,0.24866073,0.078878829,0.562745365,0.8294239790000001,0.289968076,0.12790521800000001,0.757421703,0.171689985,0.349644316,0.979789768,0.223789104,0.6018162810000001,0.7503138429999999,0.11006644199999999,0.367342412,0.705141548,0.8733456059999999
12,0.786521268,0.524362997,0.709596085,0.963973957,0.392407648,0.117692394,0.40882646,0.590570496,0.941734498,0.423082522,0.468163735,0.788785638,0.50021049,0.772346753,0.7963029209999999,0.066484552,0.5661552679999999,0.696069224,0.603008886,0.373008015,0.097941065,0.8223325640000001,0.09642442400000001,0.157748321
