,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.362481134,0.397286615,0.294459646,0.6147961670000001,0.176635579,0.208381851,0.216288225,0.561426824,0.103087327,0.311325977,0.80688157,0.486035065,0.955734313,0.7145570090000001,0.115245334,0.447861795,0.52676948,0.8963368629999999,0.920253152,0.053283648,0.909700668,0.68907346,0.574440804,0.91832661
1,0.073046103,0.002315235,0.905412279,0.167521735,0.743486772,0.978557133,0.583217552,0.8538435740000001,0.8216151009999999,0.941647676,0.737847151,0.40991912,0.30798243,0.527507839,0.323740947,0.944799401,0.08713530400000001,0.1967253,0.403248181,0.549594984,0.58457236,0.841069515,0.299849518,0.8048722490000001
2,0.927434651,0.947711443,0.600156679,0.017215285,0.676469625,0.738129879,0.055673522,0.608872556,0.326674097,0.603111982,0.322324282,0.35582365200000005,0.8834032890000001,0.345461068,0.6014303129999999,0.444567758,0.662304899,0.408827684,0.748926015,0.166090535,0.976689221,0.901721884,0.450452144,0.157950421
3,0.684489618,0.625794423,0.983242619,0.938886418,0.7188895040000001,0.308510275,0.32926624600000004,0.131234526,0.101777363,0.64893703,0.449733733,0.01190154,0.202732863,0.920833766,0.219099586,0.872042964,0.118098427,0.362775853,0.894030469,0.741887465,0.771278949,0.937647128,0.605241418,0.153076021
4,0.978735564,0.6353014060000001,0.593031101,0.35866816100000004,0.125963661,0.17575795800000002,0.6742408609999999,0.118061012,0.667468152,0.926896296,0.448641542,0.227265407,0.632755321,0.678882302,0.5161363489999999,0.955784143,0.027418773,0.998144427,0.770639715,0.030790542,0.353881539,0.8833266470000001,0.7630462709999999,0.636549279
5,0.9003468020000001,0.158346794,0.997907025,0.933015974,0.299691254,0.959894401,0.97513895,0.7004848090000001,0.225476815,0.290712424,0.647190111,0.957970233,0.7576896,0.763907645,0.20363742,0.283058193,0.7968378,0.33608111700000004,0.26299804,0.962520341,0.552402442,0.349099292,0.492786923,0.371322233
6,0.29295809100000003,0.190854061,0.990220461,0.297183855,0.745935547,0.313694744,0.931639914,0.439032838,0.770172865,0.7564025459999999,0.905124541,0.872135984,0.642540707,0.7583026999999999,0.294285819,0.415098833,0.98906029,0.714077959,0.252005732,0.483961115,0.208034707,0.8720326840000001,0.276868331,0.040633146
7,0.07125736099999999,0.140282463,0.443784167,0.788845005,0.112346205,0.395469902,0.443691502,0.345503905,0.767429743,0.394183259,0.889323703,0.156685648,0.790885486,0.092574209,0.003709851,0.256570251,0.140955382,0.0032167740000000004,0.03699791,0.066501552,0.025915117,0.124636692,0.90569811,0.36298426
8,0.855384833,0.188914856,0.357721194,0.05662900200000001,0.8150172309999999,0.187367944,0.478229191,0.02118567,0.081851383,0.216424281,0.763033957,0.3632884320000001,0.482045894,0.711997366,0.3972617020000001,0.996127452,0.439342543,0.915189081,0.823265296,0.908246529,0.569187088,0.573836071,0.178788428,0.94660113
9,0.8537498659999999,0.5329257239999999,0.269575558,0.022970054,0.918543992,0.027030618,0.225728445,0.203180621,0.409873834,0.049095888,0.349212387,0.889783729,0.367511612,0.226610601,0.676725762,0.591571408,0.314894839,0.651552791,0.980173502,0.541793548,0.603557468,0.46630092,0.648704382,0.828226199
10,0.6317833,0.096829764,0.026168675,0.300211308,0.59016058,0.709411866,0.217366469,0.085463452,0.946878624,0.002490717,0.386156867,0.150427333,0.185750773,0.57521819,0.905696188,0.7491702720000001,0.913825143,0.832552618,0.219526227,0.435695566,0.330012057,0.763578483,0.407501457,0.642934194
11,0.164432672,0.086590569,0.372425238,0.845981722,0.8352836229999999,0.267249301,0.589614248,0.245176957,0.848523864,0.879119295,0.8051915409999999,0.213032979,0.342503402,0.008958845,0.503173209,0.758420586,0.6767900020000001,0.793297555,0.166066106,0.7091510259999999,0.788777207,0.874159426,0.096410647,0.701453696
12,0.10953038,0.512700384,0.089599946,0.165694236,0.7362845370000001,0.468947041,0.167306474,0.198350393,0.377910378,0.812076811,0.579220226,0.962821402,0.194565355,0.974398412,0.050577162,0.30166116600000004,0.828296705,0.461296078,0.7262052379999999,0.634924469,0.414934788,0.8296970490000001,0.459808137,0.76298048
13,0.664732062,0.699131965,0.775737365,0.088985845,0.79367423,0.5160503879999999,0.19733418100000005,0.04213025,0.219671094,0.348620941,0.422258465,0.057637663,0.129575931,0.635989861,0.792430097,0.341939065,0.974026276,0.327814196,0.950820271,0.458404832,0.7076330559999999,0.8400905670000001,0.770072946,0.528576333
14,0.138031688,0.708584297,0.749957485,0.8401156129999999,0.22213146,0.121680151,0.098235524,0.924510852,0.8449450999999999,0.698522533,0.067704868,0.258212105,0.798944482,0.728914828,0.456759354,0.202318454,0.437742074,0.116667177,0.296807452,0.014644108,0.166486705,0.378559425,0.101153102,0.256234432
15,0.152454414,0.498265735,0.018328789,0.796670373,0.092611301,0.7703618529999999,0.67397812,0.350970469,0.26544186,0.237108347,0.909478482,0.558984364,0.454534215,0.952981287,0.862353206,0.957234469,0.877314099,0.14651338,0.687844551,0.450669081,0.519370141,0.099946807,0.655051625,0.481347179
16,0.713996634,0.37547279,0.772156548,0.221655475,0.02040301,0.4928575770000001,0.291465401,0.02922362,0.7268696859999999,0.351879116,0.068211299,0.693833508,0.620476099,0.93687803,0.893856865,0.7948586190000001,0.084118866,0.8492771579999999,0.581376024,0.538022219,0.53081484,0.322456402,0.708245482,0.835527334
17,0.039245216,0.08525219099999999,0.307554435,0.961823562,0.061768618,0.7712920679999999,0.481980801,0.804380545,0.680920231,0.6679099860000001,0.845231776,0.575268756,0.712490941,0.031768072,0.7890913890000001,0.90322464,0.530366719,0.08877598,0.371776707,0.56220572,0.950840804,0.659943135,0.171178305,0.749923828
18,0.926356916,0.704641599,0.267449943,0.956420771,0.124598732,0.32153949800000003,0.033648835,0.055721379,0.466836972,0.840716672,0.33286657,0.708030763,0.493174512,0.639077479,0.892913981,0.109103275,0.356093402,0.34037116,0.990218071,0.790669017,0.724027758,0.8713535509999999,0.969453409,0.16379095400000002
19,0.970390773,0.920905541,0.7555490509999999,0.679792848,0.394701153,0.648575256,0.769890785,0.624797024,0.8909080220000001,0.133039678,0.453732161,0.609110212,0.297442324,0.962883471,0.922846671,0.128942381,0.765897522,0.17815746100000002,0.187332616,0.920910096,0.575759302,0.942998193,0.501872433,0.050027119
20,0.8719030959999999,0.8327907920000001,0.481689711,0.857089042,0.443129081,0.225298293,0.339657045,0.162585342,0.034410962,0.952046208,0.456188858,0.239977106,0.791668376,0.564855385,0.633581696,0.573192677,0.008427430999999999,0.981259594,0.891464035,0.883578613,0.7580488759999999,0.144506166,0.5464045270000001,0.622062499
21,0.02225399,0.096418461,0.7437683279999999,0.476621311,0.587314604,0.8683470679999999,0.452017321,0.5260647310000001,0.8537941490000001,0.5297088870000001,0.664547388,0.96041108,0.475048442,0.5128890939999999,0.927287014,0.070560255,0.914955107,0.216021763,0.909695412,0.735275045,0.236607046,0.007417297,0.180549665,0.7554395359999999
22,0.72787316,0.1041334,0.169400465,0.891098182,0.6781683340000001,0.981498722,0.986303651,0.96984113,0.743267303,0.611433923,0.992167822,0.236813726,0.114456824,0.609112262,0.488450456,0.925792411,0.286559226,0.6637618439999999,0.535878334,0.245604564,0.558016706,0.835593081,0.520928874,0.950571917
23,0.077511012,0.006234039,0.5539782360000001,0.855273565,0.259323011,0.668718236,0.310922138,0.45457924,0.817024137,0.379658017,0.350539845,0.667279624,0.197866909,0.7897317429999999,0.686552875,0.292121615,0.154321011,0.918975168,0.470197398,0.417392329,0.900860941,0.052320861,0.900480678,0.358642333
24,0.796076879,0.5800272639999999,0.327561879,0.368845653,0.113356168,0.093861448,0.14951740800000002,0.094436839,0.18927632,0.790241915,0.559030635,0.383901977,0.668868634,0.834288252,0.8353873890000001,0.8133197320000001,0.289208941,0.074415425,0.700834987,0.636280692,0.415004156,0.986423944,0.7601396490000001,0.952231158
25,0.339308908,0.026063059,0.194209327,0.8604990490000001,0.42720036,0.309648978,0.604413772,0.380285661,0.025589194,0.28307502,0.11531891,0.050126381,0.112710547,0.447841059,0.626962162,0.675324102,0.881524698,0.272701694,0.918495682,0.936512943,0.756218445,0.843144562,0.994019414,0.7237504109999999
26,0.7462603659999999,0.00244457,0.600416669,0.994566669,0.528066434,0.83592696,0.970112149,0.805068619,0.988421935,0.267544763,0.284098102,0.388479965,0.452094084,0.668381538,0.567146108,0.055248042,0.426258842,0.547335482,0.596079366,0.353782108,0.944755706,0.708461984,0.111426182,0.244886577
27,0.8482347729999999,0.027160654,0.048424541,0.339394975,0.5945257389999999,0.277497506,0.017236552,0.573575214,0.994966371,0.002125103,0.920907121,0.7127655509999999,0.804576768,0.8593693240000001,0.049442426,0.920422434,0.867251995,0.529117455,0.715413961,0.559588605,0.904871856,0.333606193,0.397590631,0.103496856
28,0.678615313,0.168728756,0.135920544,0.24232989,0.159633455,0.585814474,0.585241394,0.440515559,0.038977292,0.158871077,0.12739536699999998,0.804939625,0.631977841,0.397839916,0.624259949,0.6967842809999999,0.315647688,0.6711942679999999,0.867404665,0.834410671,0.515095457,0.873106444,0.70743175,0.983387006
29,0.14551147,0.211525819,0.815017057,0.16778378100000002,0.002232551,0.258248175,0.883052559,0.410235809,0.745792586,0.8074918940000001,0.665662874,0.840020288,0.315019924,0.386186307,0.5809502679999999,0.385544415,0.961349406,0.024449173,0.8065645459999999,0.836313137,0.25212587,0.670795432,0.771333158,0.410974711
30,0.08208467700000001,0.120763487,0.890036099,0.946217254,0.367828539,0.460795614,0.8492588990000001,0.886659752,0.12832175199999998,0.56266901,0.351105804,0.981172566,0.386770576,0.984827926,0.381843381,0.52057812,0.993487355,0.6245902210000001,0.210729511,0.163761665,0.290395654,0.94284913,0.381960535,0.63580382
31,0.120376942,0.205713409,0.415507532,0.579315163,0.773894675,0.785257394,0.952362814,0.051174843,0.484084293,0.454017466,0.17225688399999994,0.88854699,0.342979906,0.354808365,0.8417819040000001,0.09899312,0.837928835,0.799718898,0.926625793,0.435459283,0.21692864,0.010060819,0.7727670529999999,0.5813331070000001
32,0.167175202,0.301564768,0.58955123,0.14786782699999998,0.788203643,0.909563146,0.474769228,0.031301478,0.934320385,0.548976275,0.531821479,0.391889313,0.837660449,0.709634718,0.909840517,0.83746135,0.26544845,0.836828668,0.061659139,0.93064827,0.224255666,0.399499978,0.4777767,0.932030973
33,0.99599854,0.4033945820000001,0.927070886,0.584296326,0.998253608,0.441455734,0.8704913759999999,0.8852803370000001,0.542197495,0.93208632,0.36654846,0.983023994,0.148960713,0.336384875,0.1692889,0.986147206,0.566425133,0.71746819,0.879432228,0.436166511,0.053355539,0.709835579,0.41543812,0.182597669
